file	line	terms	excerpt
src/components/App/PreAtendimento/components/chat/LeadSidebar.tsx	580	ltv	defaultValue={lead.observacoes || ''}
src/components/App/PreAtendimento/components/chat/LeadSidebar.tsx	671	ltv	defaultValue={valorAtual || 'nenhum'}
src/components/App/PreAtendimento/components/chat/LeadSidebar.tsx	722	kpi	function KpiCard({ valor, label, destaque }: { valor: string; label: string; destaque?: boolean }) {
src/components/App/PreAtendimento/components/chat/LeadSidebar.tsx	789	matricula	if (tipo.includes('matricula'))
src/components/App/PreAtendimento/components/chat/ChatPanel.tsx	362	experimental	.replace(/\{data\}/g, lead.data_experimental || '__/__')
src/components/App/PreAtendimento/components/chat/ChatPanel.tsx	363	experimental	.replace(/\{hora\}/g, lead.horario_experimental || '__:__')
src/components/App/PreAtendimento/components/chat/ChatPanel.tsx	364	experimental	.replace(/\{horario\}/g, lead.horario_experimental || '__:__');
src/components/App/PreAtendimento/components/chat/ModalGerenciarTemplates.tsx	35	experimental	confirmacao_experimental: '✅',
src/components/App/PreAtendimento/components/chat/ModalGerenciarTemplates.tsx	40	experimental	pos_experimental: '🎵',
src/components/App/PreAtendimento/components/chat/ModalGerenciarTemplates.tsx	50	experimental	confirmacao_experimental: 'text-emerald-400',
src/components/App/PreAtendimento/components/chat/ModalGerenciarTemplates.tsx	55	experimental	pos_experimental: 'text-violet-400',
src/components/App/PreAtendimento/components/chat/ModalGerenciarTemplates.tsx	353	experimental	placeholder="Ex: Confirmação de Experimental"
src/components/App/PreAtendimento/components/chat/ModalGerenciarTemplates.tsx	368	experimental	placeholder="confirmacao_experimental"
src/components/App/PreAtendimento/components/chat/TemplateSelector.tsx	17	experimental	confirmacao_experimental: 'bg-emerald-500/10 text-emerald-400 border-emerald-500/20 hover:bg-emerald-500/20',
src/components/App/PreAtendimento/components/chat/TemplateSelector.tsx	22	experimental	pos_experimental: 'bg-violet-500/10 text-violet-400 border-violet-500/20 hover:bg-violet-500/20',
src/components/App/PreAtendimento/components/chat/TemplateSelector.tsx	31	experimental	confirmacao_experimental: '✅',
src/components/App/PreAtendimento/components/chat/TemplateSelector.tsx	36	experimental	pos_experimental: '🎵',
src/components/App/Salas/inventario/InventarioPorSala.tsx	114	kpi	{/* KPIs da Sala */}
src/components/App/Salas/inventario/InventarioTab.tsx	179	kpi	const kpis = useMemo(() => {
src/components/App/Salas/inventario/InventarioTab.tsx	332	kpi	<p className="text-xl font-bold text-white">{kpis.totalItens}</p>
src/components/App/Salas/inventario/InventarioTab.tsx	345	kpi	{kpis.valorTotal.toLocaleString('pt-BR', { style: 'currency', currency: 'BRL' })}
src/components/App/Salas/inventario/InventarioTab.tsx	358	kpi	<p className="text-xl font-bold text-white">{kpis.emManutencao}</p>
src/components/App/Salas/inventario/InventarioTab.tsx	370	kpi	<p className="text-xl font-bold text-white">{kpis.atencao}</p>
src/components/App/Salas/inventario/InventarioTab.tsx	375	kpi	<div className={`border rounded-xl p-4 ${kpis.totalPendencias > 0 ? 'border-amber-500/30 bg-amber-500/10' : 'border-emerald-500/20 bg-emerald-500/10'}`}>
src/components/App/Salas/inventario/InventarioTab.tsx	377	kpi	<div className={`w-10 h-10 rounded-lg flex items-center justify-center ${kpis.totalPendencias > 0 ? 'bg-amber-500/20' : 'bg-emerald-500/20'}`}>
src/components/App/Salas/inventario/InventarioTab.tsx	378	kpi	<ClipboardList className={`w-5 h-5 ${kpis.totalPendencias > 0 ? 'text-amber-400' : 'text-emerald-400'}`} />
src/components/App/Salas/inventario/InventarioTab.tsx	382	kpi	<p className="text-xl font-bold text-white">{kpis.totalPendencias}</p>
src/components/Onboarding/tours/salasTour.ts	27	kpi	// SEÇÃO 3: KPIs E INDICADORES
src/components/Onboarding/tours/salasTour.ts	30	kpi	target: '[data-tour="salas-kpis"]',
src/components/Onboarding/tours/salasTour.ts	32	kpi	content: 'Acompanhe os KPIs das salas:\n\n• Total de Salas: Quantidade de salas cadastradas\n• Capacidade Total: Ocupação atual vs capacidade máxima\n• Salas Coringa: Salas multiuso que aceitam qualquer curso\n• Taxa ...
src/components/Onboarding/tours/administrativoTour.ts	10	retenção	content: 'Bem-vindo à Área Administrativa! Aqui você gerencia renovações, avisos prévios, cancelamentos e acompanha a retenção de alunos.\n\n💡 Esta é a página mais importante para os Farmers!',
src/components/Onboarding/tours/administrativoTour.ts	16	kpi	// SEÇÃO 2: KPIs PRINCIPAIS
src/components/Onboarding/tours/administrativoTour.ts	19	kpi	target: '[data-tour="administrativo-kpis"]',
src/components/Onboarding/tours/administrativoTour.ts	21	bolsista,bolsistas,matrícula,pagante	content: 'Visão geral da base de alunos:\n\n• Alunos Ativos: Total na base\n• Pagantes: Alunos em dia\n• Matrículas Ativas: Cursos ativos\n• Bolsistas: Integrais e parciais\n• Trancados: Temporariamente inativos\n• No...
src/components/Onboarding/tours/administrativoTour.ts	27	retenção	title: '📈 Indicadores de Retenção',
src/components/Onboarding/tours/administrativoTour.ts	28	kpi,permanência	content: 'KPIs críticos para o Fideliza+:\n\n• Taxa de Renovação: Meta ≥ 90%\n• Churn Rate: Meta ≤ 4%\n• Tempo Permanência: Média de meses\n• MRR Perdido: Impacto financeiro\n\n💡 Esses indicadores definem sua pontuaçã...
src/components/Onboarding/tours/administrativoTour.ts	39	trancamento	content: 'Registre movimentações administrativas:\n\n• ✅ Renovação: Aluno renovou contrato\n• ❌ Não Renovação: Aluno não renovou\n• ⚠️ Aviso Prévio: Aluno avisou que vai sair\n• ⏸️ Trancamento: Pausa temporária\n• 🚫 C...
src/components/Onboarding/tours/administrativoTour.ts	50	retenção	content: 'Entenda por que alunos estão saindo:\n\n• 💰 Financeiro: Problemas de pagamento\n• ⏰ Tempo: Falta de disponibilidade\n• 👤 Pessoal: Mudança, viagem, etc.\n• 😞 Insatisfação: Problemas com a escola\n\n💡 Use para...
src/components/Onboarding/tours/alunosTour.ts	16	kpi	// SEÇÃO 2: KPIs E INDICADORES
src/components/Onboarding/tours/alunosTour.ts	19	kpi	target: '[data-tour="alunos-kpis"]',
src/components/Onboarding/tours/alunosTour.ts	21	kpi,matricula,pagante,permanência	content: 'Acompanhe os KPIs da sua base de alunos:\n\n• Total Ativos: Alunos matriculados e pagantes\n• Ticket Médio: Valor médio das mensalidades\n• Tempo Permanência: Média de meses que alunos ficam\n• Por Curso: Di...
src/components/Onboarding/tours/dashboardTour.ts	14	kpi,matrícula,pagante	content: 'Esta seção mostra os 4 KPIs principais da sua unidade:\n\n• Alunos Ativos: Base atual de alunos pagantes\n• Matrículas (Mês): Novas matrículas no período\n• Evasões (Mês): Cancelamentos no período\n• Ticket ...
src/components/Onboarding/tours/dashboardTour.ts	21	matricula	content: 'Este é o indicador mais importante da unidade!\n\n• Mostra o total de alunos matriculados e ativos\n• A barra de progresso indica % da meta\n• Verde = acima da meta | Vermelho = abaixo\n\n💡 Clique no card pa...
src/components/Onboarding/tours/dashboardTour.ts	26	matricula	target: '[data-tour="card-matriculas"]',
src/components/Onboarding/tours/dashboardTour.ts	27	matrícula	title: '📈 Matrículas do Mês',
src/components/Onboarding/tours/dashboardTour.ts	28	matrícula	content: 'Novas matrículas realizadas no período selecionado.\n\n• Conta apenas matrículas novas (não renovações)\n• Compare com a meta mensal definida\n• Fundamental para o crescimento da base\n\n💡 Matrículas são lan...
src/components/Onboarding/tours/dashboardTour.ts	42	pagante	content: 'Valor médio das mensalidades dos alunos.\n\n• Calculado: soma das parcelas ÷ total de alunos\n• Inclui todos os alunos pagantes\n• Fundamental para projeção de faturamento\n\n💡 Ticket alto = alunos com mais ...
src/components/Onboarding/tours/dashboardTour.ts	49	conversão,matrícula	content: 'Acompanhe o funil de vendas da unidade:\n\n• Leads: Contatos recebidos no mês\n• Experimentais: Aulas experimentais realizadas\n• Taxa Conversão: % de leads que viraram alunos\n• Ticket Passaporte: Valor méd...
src/components/Onboarding/tours/configTour.ts	14	evasão	content: 'O sistema tem 5 categorias de configuração:\n\n• Unidades: Escolas e filiais\n• Canais de Origem: De onde vêm os leads\n• Motivos de Saída: Por que alunos saem\n• Tipos de Saída: Categorias de evasão\n• Curs...
src/components/Onboarding/tours/configTour.ts	21	retenção	content: 'Configure cada unidade da rede:\n\n• Nome e endereço: Identificação\n• Telefone: Contato principal\n• Hunter: Responsável comercial\n• Farmers: Equipe de retenção\n• Horário: Funcionamento da unidade\n\n💡 Es...
src/components/Onboarding/tours/configTour.ts	35	retenção	content: 'Configure os motivos de cancelamento:\n\n• Financeiro, Tempo, Mudança\n• Insatisfação, Saúde\n• Outros motivos\n\n💡 Usado para análise de churn e ações de retenção.',
src/components/Onboarding/tours/professoresTour.ts	32	retenção	content: 'Monitore a saúde da equipe:\n\n• 🔴 Críticos: Retenção ou média abaixo do aceitável\n• 🟡 Atenção: Métricas abaixo da meta\n• 🟢 Excelentes: Todas as metas atingidas\n\n💡 Clique nos alertas para filtrar os prof...
src/components/Onboarding/tours/professoresTour.ts	38	kpi	// SEÇÃO 4: KPIs GERAIS
src/components/Onboarding/tours/professoresTour.ts	41	kpi	target: '[data-tour="professores-kpis"]',
src/components/Onboarding/tours/professoresTour.ts	42	kpi	title: '📊 KPIs Gerais',
src/components/Onboarding/tours/professoresTour.ts	54	conversão,retenção	content: 'Ranking completo da equipe por Health Score:\n\n• Health Score: Nota geral (0-100)\n• Fator: Multiplicador de demanda\n• Alunos: Total na carteira\n• Média/Turma: Pilar financeiro!\n• Retenção: % de alunos q...
src/components/Onboarding/tours/professoresTour.ts	76	retenção	content: 'Entenda os critérios de avaliação:\n\nMédia/Turma:\n• 🔴 <1.3 = Crítico\n• 🟡 1.3-1.5 = Atenção\n• 🟢 >1.5 = Excelente\n\nRetenção:\n• 🔴 <70% = Crítico\n• 🟡 70-95% = Regular\n• 🟢 >95% = Excelente\n\n💡 Acesse a ...
src/components/Onboarding/tours/analyticsTour.ts	14	conversão,retenção	content: 'O Analytics tem 3 áreas principais:\n\n• Gestão: Alunos, financeiro e retenção\n• Comercial: Funil de vendas e conversão\n• Professores: Performance da equipe\n\n💡 Cada área tem sub-abas com análises específ...
src/components/Onboarding/tours/analyticsTour.ts	28	inadimplência,kpi,matrícula,retenção	content: 'Na aba Gestão você encontra:\n\n• Alunos: Base, matrículas, evasões, LA Kids vs LA School\n• Financeiro: Ticket, MRR, inadimplência, reajustes\n• Retenção: Churn, renovações, motivos de saída\n\n💡 Cada sub-a...
src/components/Onboarding/tours/analyticsTour.ts	33	kpi	target: '[data-tour="analytics-kpis"]',
src/components/Onboarding/tours/analyticsTour.ts	34	kpi	title: '📊 KPIs Detalhados',
src/components/Onboarding/tours/analyticsTour.ts	42	matrícula	content: 'Visualize a evolução histórica dos indicadores:\n\n• Últimos 12 meses de dados\n• Linhas de alunos, matrículas e evasões\n• Passe o mouse para ver valores exatos\n\n💡 Identifique padrões sazonais e tendência...
src/components/Onboarding/tours/comercialTour.ts	10	matrícula	content: 'Bem-vindo à Área Comercial! Aqui você gerencia todo o funil de vendas: leads, experimentais, visitas e matrículas.\n\n💡 Esta é a página mais importante para o Hunter!',
src/components/Onboarding/tours/comercialTour.ts	24	matrícula	content: 'Visão geral dos números comerciais:\n\n• Leads Atendidos: Contatos que você atendeu\n• Experimentais: Aulas agendadas/realizadas\n• Visitas: Visitas a escolas parceiras\n• Matrículas: Conversões do período\n...
src/components/Onboarding/tours/comercialTour.ts	35	conversão	content: 'Registre cada lead que entrar em contato:\n\n• Nome e telefone do interessado\n• Canal de origem (Instagram, indicação, etc.)\n• Curso de interesse\n• Observações do atendimento\n\n⚠️ Registre TODOS os leads...
src/components/Onboarding/tours/comercialTour.ts	40	experimental	target: '[data-tour="btn-experimental"]',
src/components/Onboarding/tours/comercialTour.ts	41	experimental	title: '🎸 Aula Experimental',
src/components/Onboarding/tours/comercialTour.ts	42	kpi,matricula	content: 'Registre aulas experimentais agendadas:\n\n• ⏳ Agendada: Aguardando a data\n• ✅ Realizada: Aluno compareceu\n• ❌ No-show: Aluno faltou\n\n💡 A taxa de show-up é um KPI importante do Matriculador+!',
src/components/Onboarding/tours/comercialTour.ts	54	matricula	target: '[data-tour="btn-matricula"]',
src/components/Onboarding/tours/comercialTour.ts	55	matrícula	title: '✅ Nova Matrícula',
src/components/Onboarding/tours/comercialTour.ts	56	matrícula	content: '🎉 O momento mais importante! Registre a matrícula:\n\n• Dados do aluno (nome, contato, endereço)\n• Curso e professor\n• Valor da mensalidade e passaporte\n• Forma de pagamento\n\n💡 O aluno é criado automati...
src/components/Onboarding/tours/comercialTour.ts	62	conversão	// SEÇÃO 3: FUNIL DE CONVERSÃO
src/components/Onboarding/tours/comercialTour.ts	66	conversão	title: '📈 Funil de Conversão',
src/components/Onboarding/tours/comercialTour.ts	67	conversão,experimental,matrícula	content: 'Visualize as taxas de conversão do seu funil:\n\n• Lead → Experimental: Quantos leads agendaram aula\n• Experimental → Matrícula: Taxa de fechamento\n• Lead → Matrícula: Conversão geral\n\n💡 Cores indicam se...
src/components/Onboarding/tours/comercialTour.ts	85	matricula,matrícula	content: 'Visualize e edite os registros de cada etapa do funil:\n\n• Leads Atendidos: Lista de contatos\n• Experimentais: Aulas agendadas/realizadas\n• Visitas: Escolas visitadas\n• Matrículas: Alunos matriculados\n\...
src/components/Onboarding/tours/comercialTour.ts	92	matrícula	content: 'Navegue entre as etapas do funil:\n\n• Leads Atendidos: Todos os contatos recebidos\n• Experimentais: Aulas experimentais do período\n• Visitas: Visitas a escolas parceiras\n• Matrículas: Conversões realizad...
src/components/Onboarding/tours/comercialTour.ts	106	matrícula	content: 'Valor total de passaportes vendidos no período:\n\n• Soma de todos os passaportes das matrículas\n• Atualizado automaticamente\n• Importante para o faturamento\n\n💡 Este valor impacta diretamente o Ticket Mé...
src/components/Onboarding/tours/comercialTour.ts	130	matricula	// SEÇÃO 6: PROGRAMA MATRICULADOR+
src/components/Onboarding/tours/comercialTour.ts	134	matricula	title: '🏆 Programa Matriculador+ LA',
src/components/Onboarding/tours/comercialTour.ts	135	experimental,matrícula	content: 'Acompanhe sua pontuação no programa de bonificação!\n\nCritérios (100 pts total):\n• Taxa Show-up → Experimental (20 pts)\n• Taxa Experimental → Matrícula (25 pts)\n• Taxa Lead → Matrícula Geral (30 pts)\n• ...
src/components/Onboarding/tours/comercialTour.ts	146	conversão,matrícula	content: 'Gere um relatório formatado para WhatsApp:\n\n• Resumo do dia/semana/mês\n• Números de leads, experimentais e matrículas\n• Taxas de conversão\n• Pronto para copiar e enviar!\n\n💡 Perfeito para enviar para a...
src/components/Onboarding/tours/metasTour.ts	7	kpi	content: 'Bem-vindo à Gestão de Metas! Aqui você define as metas mensais para todos os KPIs da unidade. As metas são usadas em todo o sistema para comparar resultados.',
src/components/Onboarding/tours/metasTour.ts	14	kpi,matrícula,retenção	content: 'As metas são organizadas em categorias:\n\n• Gestão: Alunos, ticket, churn, renovação\n• Comercial: Leads, experimentais, matrículas\n• Professores: Média/turma, retenção\n\n💡 Cada aba tem KPIs específicos.',
src/components/Onboarding/tours/metasTour.ts	21	kpi	content: 'Defina metas mensais para cada KPI:\n\n• Linhas: Cada KPI (alunos, ticket, churn, etc.)\n• Colunas: Meses do ano (Jan-Dez)\n• Células: Clique para editar o valor\n\n💡 As alterações são salvas automaticamente...
docs/archive/AUDITORIA-KPIS-GESTAO.md	1	kpi	# AUDITORIA DE KPIs - ABA GESTÃO
docs/archive/AUDITORIA-KPIS-GESTAO.md	3	kpi	**Objetivo:** Mapear todos os KPIs da aba Gestão e identificar se os lançamentos da página Administrativa cobrem todas as necessidades
docs/archive/AUDITORIA-KPIS-GESTAO.md	9	kpi	### KPIs Principais
docs/archive/AUDITORIA-KPIS-GESTAO.md	10	kpi	| KPI | Fonte de Dados Atual | Coberto pela Pág. Administrativa? | Status |
docs/archive/AUDITORIA-KPIS-GESTAO.md	12	kpi	| **Total Alunos Ativos** | `vw_kpis_gestao_mensal.total_alunos_ativos` | ❌ NÃO | ⚠️ **LACUNA** - Vem de `alunos.status = 'ativo'` |
docs/archive/AUDITORIA-KPIS-GESTAO.md	13	kpi,pagante	| **Alunos Pagantes** | `vw_kpis_gestao_mensal.total_alunos_pagantes` | ❌ NÃO | ⚠️ **LACUNA** - Vem de `alunos.tipo_aluno` |
docs/archive/AUDITORIA-KPIS-GESTAO.md	14	kpi	| **LA Music Kids** | `vw_kpis_gestao_mensal.total_la_kids` | ❌ NÃO | ⚠️ **LACUNA** - Vem de `alunos.faixa_etaria` |
docs/archive/AUDITORIA-KPIS-GESTAO.md	15	kpi	| **LA Music School** | `vw_kpis_gestao_mensal.total_la_adultos` | ❌ NÃO | ⚠️ **LACUNA** - Vem de `alunos.faixa_etaria` |
docs/archive/AUDITORIA-KPIS-GESTAO.md	16	kpi,matricula	| **Banda** | `vw_kpis_gestao_mensal.total_banda` | ❌ NÃO | ⚠️ **LACUNA** - Vem de `matriculas.tipo = 'banda'` |
docs/archive/AUDITORIA-KPIS-GESTAO.md	17	kpi,matricula,matrícula	| **Novas Matrículas** | `vw_kpis_gestao_mensal.novas_matriculas` | ❌ NÃO | ⚠️ **LACUNA** - Vem de `matriculas` (página Comercial) |
docs/archive/AUDITORIA-KPIS-GESTAO.md	18	evasão,kpi	| **Evasões** | `vw_kpis_gestao_mensal.evasoes` | ✅ SIM | ✅ **OK** - Modal Evasão |
docs/archive/AUDITORIA-KPIS-GESTAO.md	19	matrícula	| **Saldo Líquido** | Calculado (Matrículas - Evasões) | ⚠️ PARCIAL | ⚠️ Só evasões cobertas |
docs/archive/AUDITORIA-KPIS-GESTAO.md	20	bolsista,bolsistas,kpi	| **Bolsistas Integrais** | `vw_kpis_gestao_mensal.total_bolsistas_integrais` | ❌ NÃO | ⚠️ **LACUNA** - Vem de `alunos.tipo_aluno` |
docs/archive/AUDITORIA-KPIS-GESTAO.md	21	bolsista,bolsistas,kpi	| **Bolsistas Parciais** | `vw_kpis_gestao_mensal.total_bolsistas_parciais` | ❌ NÃO | ⚠️ **LACUNA** - Vem de `alunos.tipo_aluno` |
docs/archive/AUDITORIA-KPIS-GESTAO.md	27	matricula	| **Evolução Mensal** | Histórico de `alunos`, `evasoes`, `matriculas` | ⚠️ PARCIAL | Só evasões |
docs/archive/AUDITORIA-KPIS-GESTAO.md	28	matricula,matrícula	| **Ranking de Professores (Matrículas)** | `matriculas` + `professores` | ❌ NÃO | ⚠️ **LACUNA** |
docs/archive/AUDITORIA-KPIS-GESTAO.md	29	evasão	| **Ranking de Evasões por Professor** | `evasoes_v2` + `professores` | ✅ SIM | ✅ Modal Evasão tem professor |
docs/archive/AUDITORIA-KPIS-GESTAO.md	35	kpi	### KPIs Principais
docs/archive/AUDITORIA-KPIS-GESTAO.md	36	kpi	| KPI | Fonte de Dados Atual | Coberto pela Pág. Administrativa? | Status |
docs/archive/AUDITORIA-KPIS-GESTAO.md	38	kpi	| **Ticket Médio** | `vw_kpis_gestao_mensal.ticket_medio` | ⚠️ PARCIAL | ⚠️ Renovações têm valor, mas falta base completa |
docs/archive/AUDITORIA-KPIS-GESTAO.md	39	kpi	| **MRR** | `vw_kpis_gestao_mensal.mrr` | ❌ NÃO | ⚠️ **LACUNA** - Calculado de `alunos.valor_parcela` |
docs/archive/AUDITORIA-KPIS-GESTAO.md	41	kpi,ltv,permanência	| **LTV Médio** | `vw_kpis_gestao_mensal.ltv_medio` | ❌ NÃO | 🚨 **CRÍTICO** - Precisa tempo de permanência! |
docs/archive/AUDITORIA-KPIS-GESTAO.md	42	pagante	| **Faturamento Previsto** | Ticket Médio × Alunos Pagantes | ❌ NÃO | ⚠️ **LACUNA** |
docs/archive/AUDITORIA-KPIS-GESTAO.md	43	inadimplência	| **Faturamento Realizado** | Previsto - Inadimplência | ❌ NÃO | ⚠️ **LACUNA** |
docs/archive/AUDITORIA-KPIS-GESTAO.md	44	inadimplencia,inadimplência,kpi	| **Inadimplência %** | `vw_kpis_gestao_mensal.inadimplencia_pct` | ❌ NÃO | ⚠️ **LACUNA** - Vem de `alunos.inadimplente` |
docs/archive/AUDITORIA-KPIS-GESTAO.md	45	kpi	| **Reajuste Médio %** | `vw_kpis_gestao_mensal.reajuste_pct` | ✅ SIM | ✅ **OK** - Modal Renovação calcula reajuste |
docs/archive/AUDITORIA-KPIS-GESTAO.md	53	inadimplencia,inadimplência	| **Evolução da Inadimplência** | Histórico de `dados_mensais.inadimplencia` | ❌ NÃO | ⚠️ **LACUNA** |
docs/archive/AUDITORIA-KPIS-GESTAO.md	59	retenção	## 🔄 SUB-ABA: RETENÇÃO
docs/archive/AUDITORIA-KPIS-GESTAO.md	61	kpi	### KPIs Principais
docs/archive/AUDITORIA-KPIS-GESTAO.md	62	kpi	| KPI | Fonte de Dados Atual | Coberto pela Pág. Administrativa? | Status |
docs/archive/AUDITORIA-KPIS-GESTAO.md	64	evasão,kpi,retencao	| **Cancelamentos** | `vw_kpis_retencao_mensal.cancelamentos` | ✅ SIM | ✅ Modal Evasão (tipo: interrompido) |
docs/archive/AUDITORIA-KPIS-GESTAO.md	65	kpi,retencao	| **Não Renovações** | `vw_kpis_retencao_mensal.nao_renovacoes` | ✅ SIM | ✅ Modal Não Renovação |
docs/archive/AUDITORIA-KPIS-GESTAO.md	69	kpi,retencao	| **Renovações** | `vw_kpis_retencao_mensal.renovacoes` | ✅ SIM | ✅ Modal Renovação |
docs/archive/AUDITORIA-KPIS-GESTAO.md	71	kpi,retencao	| **Aviso Prévio** | `vw_kpis_retencao_mensal.aviso_previo` | ✅ SIM | ✅ Modal Aviso Prévio |
docs/archive/AUDITORIA-KPIS-GESTAO.md	72	permanência	| **Tempo Permanência** | Média de meses que alunos ficam | ❌ NÃO | 🚨 **CRÍTICO** - Falta no modal! |
docs/archive/AUDITORIA-KPIS-GESTAO.md	80	matrícula	| **Evolução: Matrículas vs Evasões** | Histórico de ambos | ⚠️ PARCIAL | Só evasões |
docs/archive/AUDITORIA-KPIS-GESTAO.md	82	evasão	| **Motivos de Cancelamento** | `evasoes_v2.motivo` | ✅ SIM | ✅ Modal Evasão tem motivo |
docs/archive/AUDITORIA-KPIS-GESTAO.md	88	ltv,permanência	### 1. **TEMPO DE PERMANÊNCIA (LTV)**
docs/archive/AUDITORIA-KPIS-GESTAO.md	89	evasão	**Problema:** O modal de Evasão NÃO registra quanto tempo o aluno ficou na escola.
docs/archive/AUDITORIA-KPIS-GESTAO.md	92	ltv	- ❌ Impossível calcular **LTV Médio** corretamente
docs/archive/AUDITORIA-KPIS-GESTAO.md	93	permanência	- ❌ Impossível calcular **Tempo de Permanência** real
docs/archive/AUDITORIA-KPIS-GESTAO.md	94	retenção	- ❌ Gráficos de retenção ficam imprecisos
docs/archive/AUDITORIA-KPIS-GESTAO.md	98	evasao	// Adicionar no ModalEvasao.tsx:
docs/archive/AUDITORIA-KPIS-GESTAO.md	99	permanencia	- tempo_permanencia_meses: number (campo obrigatório)
docs/archive/AUDITORIA-KPIS-GESTAO.md	100	matricula	- data_matricula: date (para calcular automaticamente)
docs/archive/AUDITORIA-KPIS-GESTAO.md	103	ltv	**Cálculo Correto do LTV:**
docs/archive/AUDITORIA-KPIS-GESTAO.md	105	ltv,permanência	LTV = Ticket Médio × Tempo de Permanência (meses)
docs/archive/AUDITORIA-KPIS-GESTAO.md	108	permanencia	Atualmente, o sistema usa uma média genérica. Com o campo `tempo_permanencia_meses`, teremos dados reais!
docs/archive/AUDITORIA-KPIS-GESTAO.md	113	evasão	**Problema:** O modal de Evasão NÃO registra o valor da parcela do aluno que evadiu.
docs/archive/AUDITORIA-KPIS-GESTAO.md	121	evasao	// Adicionar no ModalEvasao.tsx:
docs/archive/AUDITORIA-KPIS-GESTAO.md	131	kpi,pagante	- ❌ KPIs de "Total Alunos Ativos", "Pagantes", "Kids", "Adultos" não são atualizados
docs/archive/AUDITORIA-KPIS-GESTAO.md	135	matrícula	- A tabela `alunos` precisa ser alimentada pela página de **Matrículas** (Comercial)
docs/archive/AUDITORIA-KPIS-GESTAO.md	141	inadimplência	**Problema:** MRR, Ticket Médio, Inadimplência vêm da tabela `alunos`, não da página Administrativa.
docs/archive/AUDITORIA-KPIS-GESTAO.md	157	permanência	4. ✅ **Evasões** - Parcial (falta tempo permanência e valor parcela)
docs/archive/AUDITORIA-KPIS-GESTAO.md	166	evasão,permanencia	1. **Adicionar campo `tempo_permanencia_meses` no Modal de Evasão**
docs/archive/AUDITORIA-KPIS-GESTAO.md	169	ltv	- Usado para calcular LTV real
docs/archive/AUDITORIA-KPIS-GESTAO.md	171	evasão	2. **Adicionar campo `valor_parcela` no Modal de Evasão**
docs/archive/AUDITORIA-KPIS-GESTAO.md	177	permanencia	- Adicionar coluna `tempo_permanencia_meses INTEGER`
docs/archive/AUDITORIA-KPIS-GESTAO.md	178	evasao	- Adicionar coluna `valor_parcela_evasao DECIMAL(10,2)`
docs/archive/AUDITORIA-KPIS-GESTAO.md	185	evasão	5. **Adicionar campo NPS (opcional) no Modal de Evasão**
docs/archive/AUDITORIA-KPIS-GESTAO.md	191	kpi	- Criar diagrama mostrando origem de cada KPI
docs/archive/AUDITORIA-KPIS-GESTAO.md	198	retenção	A página Administrativa cobre **bem** as movimentações de retenção (renovações, avisos, não renovações), mas tem **2 lacunas críticas**:
docs/archive/AUDITORIA-KPIS-GESTAO.md	200	ltv,permanência	1. 🚨 **Falta tempo de permanência** → Impede cálculo correto do LTV
docs/archive/AUDITORIA-KPIS-GESTAO.md	203	kpi,retenção	Sem esses campos, os KPIs mais importantes da aba **Retenção** e **Financeiro** ficam imprecisos.
docs/archive/AUDITORIA_FILTRO_UNIDADE.md	20	kpi	| 173-182 | `vw_kpis_gestao_mensal` | ✅ SIM | ✅ SIM | OK |
docs/archive/AUDITORIA_FILTRO_UNIDADE.md	22	kpi	| 246-258 | `vw_kpis_comercial_historico` | ✅ SIM | ✅ SIM | OK |
docs/archive/AUDITORIA_FILTRO_UNIDADE.md	59	pagante	.select('ano, mes, alunos_pagantes')
docs/archive/AUDITORIA_FILTRO_UNIDADE.md	67	pagante	.select('ano, mes, alunos_pagantes, unidade_id')
docs/archive/AUDITORIA_PROJETO.md	57	kpi	├── 📄 LearningsKPIs.tsx      # KPIs aprendizados
docs/archive/AUDITORIA_PROJETO.md	62	experimental	├── 📁 Jarvis/                # Assistente de voz (experimental)
docs/archive/AUDITORIA_PROJETO.md	73	kpi	├── 📄 ComercialVisaoGeral.tsx   # Visão geral KPIs
docs/archive/AUDITORIA_PROJETO.md	74	conversão	├── 📄 ComercialFunil.tsx        # Funil de conversão
docs/archive/AUDITORIA_PROJETO.md	112	pagante	- alunos_pagantes (integer)
docs/archive/AUDITORIA_PROJETO.md	113	matricula	- novas_matriculas (integer)
docs/archive/AUDITORIA_PROJETO.md	118	permanencia	- tempo_permanencia (integer)
docs/archive/AUDITORIA_PROJETO.md	119	inadimplencia	- inadimplencia (numeric)
docs/archive/AUDITORIA_PROJETO.md	141	matricula	- novas_matriculas_total (integer)
docs/archive/AUDITORIA_PROJETO.md	142	matricula	- novas_matriculas_lamk (integer)
docs/archive/AUDITORIA_PROJETO.md	143	matricula	- novas_matriculas_emla (integer)
docs/archive/AUDITORIA_PROJETO.md	170	matricula	#### TABELA: `cursos_matriculados`
docs/archive/AUDITORIA_PROJETO.md	183	matricula	- cursos_matriculados_competencia_unidade_curso_key (UNIQUE)
docs/archive/AUDITORIA_PROJETO.md	194	experimental,matricula	- tipo (varchar) - "lead", "experimental", "matricula"
docs/archive/AUDITORIA_PROJETO.md	211	matricula	- meta_matriculas_mes (integer)
docs/archive/AUDITORIA_PROJETO.md	216	permanencia	- meta_permanencia (integer)
docs/archive/AUDITORIA_PROJETO.md	217	inadimplencia	- meta_inadimplencia (numeric)
